40.567561,-105.087872,-128
40.567543,-105.087847,-128
40.567528,-105.087829,-88
40.567525,-105.087825,-88
40.567523,-105.087824,-128
40.567523,-105.087824,-128
40.567523,-105.087824,-128
40.567523,-105.087824,-128
40.567521,-105.087823,-128
40.567521,-105.087823,-128
40.567521,-105.087823,-128
40.567521,-105.087823,-128
40.567522,-105.087822,-128
40.567522,-105.087822,-128
40.567522,-105.087822,-128
40.567522,-105.087822,-128
40.567522,-105.087822,-128
40.567523,-105.087818,-128
40.567523,-105.087818,-128
40.567523,-105.087818,-128
40.567523,-105.087818,-128
40.567528,-105.087817,-128
40.567528,-105.087817,-128
40.567528,-105.087817,-128
40.567528,-105.087817,-128
40.567533,-105.087816,-128
40.567533,-105.087816,-128
40.567533,-105.087816,-128
40.567533,-105.087816,-128
40.567533,-105.087816,-128
40.567530,-105.087815,-128
40.567530,-105.087815,-128
40.567530,-105.087815,-128
40.567530,-105.087815,-128
40.567532,-105.087808,-128
40.567532,-105.087808,-128
40.567532,-105.087808,-128
40.567532,-105.087808,-128
40.567532,-105.087808,-128
40.567533,-105.087808,-128
40.567533,-105.087808,-128
40.567533,-105.087808,-128
40.567533,-105.087808,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087803,-128
40.567534,-105.087803,-128
40.567534,-105.087803,-128
40.567534,-105.087803,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567534,-105.087804,-128
40.567538,-105.087801,-128
40.567538,-105.087801,-128
40.567538,-105.087801,-128
40.567576,-105.087737,-88
40.567677,-105.087689,-128
40.567806,-105.087604,-128
40.567806,-105.087604,-128
40.567816,-105.087597,-128
40.567816,-105.087597,-128
40.567816,-105.087597,-128
40.567816,-105.087597,-128
40.567829,-105.087592,-128
40.567829,-105.087592,-128
40.567829,-105.087592,-128
40.567829,-105.087592,-128
40.567830,-105.087585,-128
40.567830,-105.087585,-128
40.567830,-105.087585,-128
40.567830,-105.087585,-128
40.567830,-105.087585,-128
40.567839,-105.087582,-128
40.567839,-105.087582,-128
40.567839,-105.087582,-128
40.567839,-105.087582,-128
40.567848,-105.087581,-128
40.567848,-105.087581,-128
40.567848,-105.087581,-128
40.567848,-105.087581,-128
40.567848,-105.087581,-128
40.567866,-105.087572,-128
40.567866,-105.087572,-128
40.567866,-105.087572,-128
40.567866,-105.087572,-128
40.567876,-105.087566,-128
40.567876,-105.087566,-128
40.567876,-105.087566,-128
40.567876,-105.087566,-128
40.567884,-105.087560,-128
40.567884,-105.087560,-128
40.567884,-105.087560,-128
40.567884,-105.087560,-128
40.567884,-105.087560,-128
40.567896,-105.087552,-128
40.567896,-105.087552,-128
40.567896,-105.087552,-128
40.567896,-105.087552,-128
40.567908,-105.087545,-128
40.567908,-105.087545,-128
40.567908,-105.087545,-128
40.567908,-105.087545,-128
40.567920,-105.087537,-128
40.567920,-105.087537,-128
40.567920,-105.087537,-128
40.567920,-105.087537,-128
40.567920,-105.087537,-128
40.567931,-105.087527,-128
40.567931,-105.087527,-128
40.567931,-105.087527,-128
40.567931,-105.087527,-128
40.567933,-105.087519,-128
40.567933,-105.087519,-128
40.568021,-105.087365,-128
40.568053,-105.087146,-128
40.568166,-105.086989,-128
40.568329,-105.086978,-128
40.568329,-105.086978,-128
40.568329,-105.086978,-128
40.568329,-105.086978,-128
40.568346,-105.086977,-128
40.568346,-105.086977,-128
40.568346,-105.086977,-128
40.568346,-105.086977,-128
40.568365,-105.086976,-128
40.568365,-105.086976,-128
40.568365,-105.086976,-128
40.568365,-105.086976,-128
40.568372,-105.086974,-128
40.568372,-105.086974,-128
40.568372,-105.086974,-128
40.568372,-105.086974,-128
40.568372,-105.086974,-128
40.568392,-105.086975,-128
40.568392,-105.086975,-128
40.568392,-105.086975,-128
40.568392,-105.086975,-128
40.568407,-105.086977,-128
40.568407,-105.086977,-128
40.568407,-105.086977,-128
40.568407,-105.086977,-128
40.568407,-105.086977,-128
40.568422,-105.086981,-128
40.568422,-105.086981,-128
40.568422,-105.086981,-128
40.568422,-105.086981,-128
40.568428,-105.086984,-128
40.568428,-105.086984,-128
40.568428,-105.086984,-128
40.568428,-105.086984,-128
40.568439,-105.086985,-128
40.568439,-105.086985,-128
40.568439,-105.086985,-128
40.568439,-105.086985,-128
40.568453,-105.086985,-128
40.568453,-105.086985,-128
40.568453,-105.086985,-128
40.568453,-105.086985,-128
40.568453,-105.086985,-128
40.568469,-105.086985,-128
40.568469,-105.086985,-128
40.568469,-105.086985,-128
40.568469,-105.086985,-128
40.568486,-105.086986,-128
40.568486,-105.086986,-128
40.568486,-105.086986,-128
40.568486,-105.086986,-128
40.568486,-105.086986,-128
40.568500,-105.086983,-128
40.568500,-105.086983,-128
40.568500,-105.086983,-128
40.568500,-105.086983,-128
40.568720,-105.086992,-128
40.568852,-105.086909,-128
40.568863,-105.086842,-128
40.568863,-105.086842,-128
40.568863,-105.086842,-128
40.568866,-105.086829,-128
40.568866,-105.086829,-128
40.568866,-105.086829,-128
40.568866,-105.086829,-128
40.568866,-105.086829,-128
40.568876,-105.086820,-128
40.568876,-105.086820,-128
40.568876,-105.086820,-128
40.568876,-105.086820,-128
40.568888,-105.086817,-128
40.568888,-105.086817,-128
40.568888,-105.086817,-128
40.568888,-105.086817,-128
40.568896,-105.086807,-128
40.568896,-105.086807,-128
40.568896,-105.086807,-128
40.568896,-105.086807,-128
40.568896,-105.086807,-128
40.568907,-105.086800,-128
