40.567532,-105.087966,Signal level not found
40.567531,-105.087964,Signal level not found
40.567531,-105.087960,Signal level not found
40.567532,-105.087957,Signal level not found
40.567537,-105.087954,Signal level not found
40.567540,-105.087952,Signal level not found
40.567540,-105.087951,Signal level not found
40.567543,-105.087949,Signal level not found
40.567539,-105.087948,Signal level not found
40.567537,-105.087945,Signal level not found
40.567538,-105.087947,Signal level not found
40.567532,-105.087962,Signal level not found
40.567531,-105.087970,Signal level not found
40.567526,-105.087976,Signal level not found
40.567523,-105.087978,Signal level not found
40.567523,-105.087977,Signal level not found
40.567523,-105.087972,Signal level not found
40.567522,-105.087968,Signal level not found
40.567522,-105.087964,Signal level not found
40.567513,-105.087967,Signal level not found
40.567508,-105.087970,Signal level not found
40.567501,-105.087973,Signal level not found
40.567502,-105.087963,Signal level not found
40.567503,-105.087959,Signal level not found
40.567509,-105.087958,Signal level not found
40.567512,-105.087954,Signal level not found
40.567501,-105.087958,Signal level not found
40.567508,-105.087964,Signal level not found
40.567509,-105.087965,Signal level not found
40.567511,-105.087963,Signal level not found
40.567512,-105.087963,Signal level not found
40.567511,-105.087961,Signal level not found
40.567513,-105.087959,Signal level not found
40.567519,-105.087953,Signal level not found
40.567524,-105.087945,Signal level not found
40.567521,-105.087941,Signal level not found
40.567521,-105.087939,Signal level not found
40.567512,-105.087941,Signal level not found
40.567505,-105.087941,Signal level not found
40.567501,-105.087941,Signal level not found
40.567497,-105.087942,Signal level not found
40.567496,-105.087940,Signal level not found
40.567495,-105.087938,Signal level not found
40.567494,-105.087938,Signal level not found
40.567493,-105.087942,Signal level not found
40.567495,-105.087947,Signal level not found
40.567493,-105.087950,Signal level not found
40.567492,-105.087958,Signal level not found
40.567493,-105.087959,Signal level not found
40.567494,-105.087962,Signal level not found
40.567497,-105.087963,Signal level not found
40.567501,-105.087963,Signal level not found
40.567500,-105.087968,Signal level not found
40.567496,-105.087970,Signal level not found
40.567491,-105.087969,Signal level not found
40.567490,-105.087969,Signal level not found
40.567490,-105.087966,Signal level not found
40.567489,-105.087966,Signal level not found
40.567490,-105.087966,Signal level not found
40.567491,-105.087967,Signal level not found
40.567490,-105.087968,Signal level not found
40.567482,-105.087973,Signal level not found
40.567482,-105.087974,Signal level not found
40.567483,-105.087974,Signal level not found
40.567482,-105.087975,Signal level not found
40.567481,-105.087977,Signal level not found
40.567482,-105.087983,Signal level not found
40.567479,-105.087989,Signal level not found
40.567480,-105.087992,Signal level not found
40.567484,-105.087994,Signal level not found
40.567484,-105.087995,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567484,-105.087992,Signal level not found
40.567486,-105.087990,Signal level not found
40.567486,-105.087990,Signal level not found
40.567486,-105.087990,Signal level not found
40.567485,-105.087989,Signal level not found
40.567484,-105.087988,Signal level not found
40.567487,-105.087987,Signal level not found
40.567487,-105.087986,Signal level not found
40.567487,-105.087984,Signal level not found
40.567487,-105.087984,Signal level not found
40.567487,-105.087983,Signal level not found
40.567487,-105.087982,Signal level not found
40.567486,-105.087983,Signal level not found
40.567484,-105.087983,Signal level not found
40.567483,-105.087983,Signal level not found
40.567483,-105.087982,Signal level not found
40.567483,-105.087981,Signal level not found
40.567483,-105.087980,Signal level not found
40.567483,-105.087981,Signal level not found
40.567484,-105.087981,Signal level not found
40.567485,-105.087981,Signal level not found
40.567484,-105.087981,Signal level not found
40.567484,-105.087981,Signal level not found
40.567483,-105.087979,Signal level not found
40.567482,-105.087978,Signal level not found
40.567481,-105.087975,Signal level not found
40.567480,-105.087973,Signal level not found
40.567478,-105.087971,Signal level not found
40.567476,-105.087969,Signal level not found
40.567475,-105.087969,Signal level not found
40.567474,-105.087966,Signal level not found
40.567472,-105.087966,Signal level not found
40.567470,-105.087964,Signal level not found
40.567470,-105.087964,Signal level not found
40.567469,-105.087963,Signal level not found
40.567467,-105.087961,Signal level not found
40.567467,-105.087961,Signal level not found
40.567468,-105.087961,Signal level not found
40.567469,-105.087962,Signal level not found
40.567469,-105.087964,Signal level not found
40.567467,-105.087966,Signal level not found
40.567467,-105.087965,Signal level not found
40.567467,-105.087965,Signal level not found
40.567468,-105.087962,Signal level not found
40.567469,-105.087962,Signal level not found
40.567471,-105.087962,Signal level not found
40.567474,-105.087959,Signal level not found
40.567477,-105.087956,Signal level not found
40.567482,-105.087950,Signal level not found
40.567485,-105.087947,Signal level not found
40.567491,-105.087941,Signal level not found
40.567492,-105.087934,Signal level not found
40.567492,-105.087931,Signal level not found
40.567490,-105.087931,Signal level not found
40.567489,-105.087934,Signal level not found
40.567491,-105.087930,Signal level not found
40.567496,-105.087924,Signal level not found
40.567499,-105.087919,Signal level not found
40.567499,-105.087914,Signal level not found
40.567497,-105.087912,Signal level not found
40.567496,-105.087911,Signal level not found
40.567501,-105.087902,Signal level not found
40.567500,-105.087902,Signal level not found
40.567499,-105.087886,Signal level not found
40.567500,-105.087878,Signal level not found
40.567499,-105.087864,Signal level not found
40.567499,-105.087855,Signal level not found
40.567497,-105.087838,Signal level not found
40.567492,-105.087825,Signal level not found
40.567490,-105.087815,Signal level not found
40.567486,-105.087797,Signal level not found
40.567487,-105.087794,Signal level not found
40.567489,-105.087791,Signal level not found
40.567490,-105.087789,Signal level not found
40.567489,-105.087785,Signal level not found
40.567488,-105.087775,Signal level not found
40.567488,-105.087771,Signal level not found
40.567498,-105.087780,Signal level not found
40.567504,-105.087788,Signal level not found
40.567513,-105.087803,Signal level not found
40.567519,-105.087815,Signal level not found
40.567526,-105.087825,Signal level not found
40.567528,-105.087830,Signal level not found
40.567531,-105.087835,Signal level not found
40.567533,-105.087837,Signal level not found
40.567534,-105.087836,Signal level not found
40.567536,-105.087839,Signal level not found
40.567538,-105.087844,Signal level not found
40.567552,-105.087871,Signal level not found
40.567556,-105.087880,Signal level not found
40.567558,-105.087885,Signal level not found
40.567564,-105.087895,Signal level not found
40.567567,-105.087900,Signal level not found
40.567572,-105.087911,Signal level not found
40.567577,-105.087919,Signal level not found
40.567580,-105.087925,Signal level not found
40.567585,-105.087937,Signal level not found
40.567587,-105.087941,Signal level not found
40.567594,-105.087951,Signal level not found
40.567597,-105.087955,Signal level not found
40.567611,-105.087980,Signal level not found
40.567626,-105.088003,Signal level not found
40.567629,-105.088008,Signal level not found
40.567631,-105.088009,Signal level not found
40.567630,-105.088007,Signal level not found
40.567627,-105.087999,Signal level not found
40.567624,-105.087990,Signal level not found
40.567624,-105.087986,Signal level not found
40.567623,-105.087976,Signal level not found
40.567622,-105.087969,Signal level not found
40.567621,-105.087959,Signal level not found
40.567620,-105.087951,Signal level not found
40.567621,-105.087950,Signal level not found
40.567622,-105.087945,Signal level not found
40.567624,-105.087942,Signal level not found
40.567625,-105.087943,Signal level not found
40.567627,-105.087946,Signal level not found
40.567627,-105.087946,Signal level not found
40.567626,-105.087947,Signal level not found
40.567622,-105.087946,Signal level not found
40.567620,-105.087947,Signal level not found
40.567620,-105.087941,Signal level not found
40.567616,-105.087943,Signal level not found
40.567611,-105.087938,Signal level not found
40.567604,-105.087943,Signal level not found
40.567606,-105.087954,Signal level not found
40.567597,-105.087976,Signal level not found
40.567594,-105.087976,Signal level not found
40.567591,-105.087971,Signal level not found
40.567581,-105.087979,Signal level not found
40.567581,-105.087980,Signal level not found
40.567574,-105.087983,Signal level not found
40.567575,-105.087982,Signal level not found
40.567571,-105.087983,Signal level not found
40.567569,-105.087988,Signal level not found
40.567562,-105.087990,Signal level not found
40.567560,-105.087991,Signal level not found
40.567557,-105.087984,Signal level not found
40.567557,-105.087982,Signal level not found
40.567551,-105.087981,Signal level not found
40.567548,-105.087984,Signal level not found
40.567531,-105.088001,Signal level not found
40.567527,-105.088003,Signal level not found
40.567518,-105.088001,Signal level not found
40.567511,-105.087994,Signal level not found
40.567512,-105.087986,Signal level not found
40.567514,-105.087973,Signal level not found
40.567518,-105.087953,Signal level not found
40.567535,-105.087930,Signal level not found
40.567545,-105.087909,Signal level not found
40.567549,-105.087881,Signal level not found
40.567564,-105.087848,Signal level not found
40.567583,-105.087838,Signal level not found
40.567600,-105.087827,Signal level not found
40.567608,-105.087812,Signal level not found
40.567626,-105.087798,Signal level not found
40.567650,-105.087784,Signal level not found
40.567650,-105.087784,Signal level not found
40.567650,-105.087784,Signal level not found
40.567659,-105.087783,Signal level not found
40.567659,-105.087783,Signal level not found
40.567659,-105.087783,Signal level not found
40.567659,-105.087783,Signal level not found
40.567670,-105.087776,Signal level not found
40.567670,-105.087776,Signal level not found
40.567670,-105.087776,Signal level not found
40.567670,-105.087776,Signal level not found
40.567676,-105.087766,Signal level not found
40.567676,-105.087766,Signal level not found
40.567676,-105.087766,Signal level not found
40.567676,-105.087766,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567733,-105.087750,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567746,-105.087747,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567758,-105.087745,Signal level not found
40.567796,-105.087734,Signal level not found
40.567892,-105.087671,Signal level not found
40.567927,-105.087637,Signal level not found
40.567976,-105.087515,Signal level not found
40.567991,-105.087464,Signal level not found
40.568002,-105.087374,Signal level not found
40.568003,-105.087319,Signal level not found
40.568008,-105.087269,Signal level not found
40.568008,-105.087269,Signal level not found
40.568008,-105.087269,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568015,-105.087247,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568016,-105.087232,Signal level not found
40.568018,-105.087217,Signal level not found
40.568018,-105.087217,Signal level not found
